Archivage_id,Date_id,Document_id,Media_id,Client_id,Produit_id,Nb_documents_archivés,Taux_digitalisation,Temps_moyen_acces_documents,Taux_indexation_correcte,Nb_consultations_archives,Nb_telechargement
3353,28,62,7,190,13,647,93.84,4.72,91.22,171,255
3354,6,50,9,185,5,180,61.85,13.36,83.47,74,268
3355,7,43,8,61,29,912,70.25,18.67,94.17,311,116
3356,52,80,4,126,8,136,64.53,16.63,88.54,186,158
3357,32,75,2,117,16,682,99.92,3.8,87.4,175,47
3358,33,32,11,102,1,464,88.65,17.88,91.5,293,66
3359,84,47,10,62,46,418,60.38,14.56,89.78,293,143
3360,100,75,7,28,38,528,69.25,9.67,85.68,241,229
3361,25,14,7,195,47,266,78.8,19.23,83.52,307,289
3362,97,42,6,192,3,67,52.72,4.39,95.53,189,45
3363,66,58,11,104,16,628,70.07,19.95,93.06,177,53
3364,75,43,7,135,10,588,62.6,11.48,90.92,42,270
3365,56,60,11,186,20,121,74.31,6.5,91.72,261,125
3366,53,66,9,142,43,779,93.34,8.55,96.72,337,278
3367,22,1,8,195,7,65,93.37,19.17,81.81,473,197
3368,16,64,11,147,15,840,69.97,9.58,90.08,129,247
3369,40,70,10,26,25,697,60.81,2.49,80.73,331,243
3370,85,23,8,10,48,815,87.75,16.17,84.71,210,123
3371,58,56,8,25,29,432,84.08,6.86,85.51,292,249
3372,59,2,2,15,5,150,51.78,1.97,82.66,70,212
3373,46,31,6,43,46,211,70.51,10.89,97.1,6,269
3374,11,48,4,24,21,527,85.33,16.53,80.87,303,201
3375,3,80,11,15,21,419,63.51,15.33,85.79,24,1
3376,90,22,6,89,20,690,99.06,5.56,90.06,5,126
3377,98,65,11,171,34,757,66.38,15.65,89.5,332,172
3378,59,10,9,26,2,79,51.71,16.68,91.49,352,137
3379,94,64,2,163,4,535,71.91,11.45,82.95,496,143
3380,37,54,11,83,5,161,79.35,7.58,94.05,277,145
3381,69,78,4,115,30,68,93.36,9.4,97.84,267,100
3382,11,52,10,18,14,437,99.19,15.0,94.86,307,2
3383,72,39,7,47,20,502,90.2,5.03,90.88,308,140
3384,41,57,10,8,49,600,71.94,9.11,87.58,494,267
3385,1,80,8,122,32,715,56.41,10.22,84.51,448,185
3386,16,65,10,32,10,964,99.96,1.12,80.79,262,171
3387,96,42,4,24,29,636,94.39,4.06,92.42,402,280
3388,88,6,8,116,2,842,71.64,15.87,88.31,6,245
3389,12,79,2,105,8,36,90.86,13.69,88.09,293,265
3390,26,29,11,89,9,656,99.0,15.15,85.17,7,233
3391,4,25,9,80,34,997,50.08,7.55,87.61,279,168
3392,25,65,2,164,14,185,97.68,7.85,82.05,420,251
3393,69,63,8,101,17,365,76.71,3.29,98.28,230,295
3394,33,52,10,199,30,790,61.4,6.91,82.1,235,128
3395,82,42,3,40,18,765,82.77,14.45,89.97,119,37
3396,14,15,8,58,21,104,81.4,4.89,88.26,364,92
3397,55,47,4,181,23,37,88.41,16.29,99.06,187,72
3398,29,62,3,161,1,152,87.75,4.69,81.28,351,292
3399,74,18,11,199,41,57,90.62,15.9,85.16,288,285
3400,96,13,2,195,44,657,98.73,12.47,84.84,241,280
3401,88,80,8,149,33,444,67.19,12.86,85.87,321,295
3402,30,65,7,137,44,916,69.1,17.15,89.62,310,97
3403,66,43,8,192,47,566,75.27,10.6,96.92,229,203
3404,35,33,7,9,37,204,53.77,15.1,88.08,98,172
3405,54,31,4,59,49,95,94.73,11.36,81.02,86,195
3406,66,19,11,75,21,11,57.85,12.9,99.8,475,30
3407,15,77,2,41,4,23,69.08,9.15,94.09,176,14
3408,49,65,5,199,12,392,84.63,15.31,82.25,274,203
3409,3,72,9,99,37,121,51.64,13.82,82.96,313,179
3410,88,11,5,43,9,883,56.98,19.54,83.43,84,269
3411,86,46,3,127,25,714,68.59,16.06,96.93,190,102
3412,42,5,10,42,29,447,69.99,1.46,99.83,472,172
3413,96,15,5,72,45,912,82.21,1.17,80.25,269,65
3414,100,65,8,90,38,13,66.12,13.61,96.81,254,152
3415,44,4,8,13,35,682,79.91,11.44,81.97,227,51
3416,52,41,8,4,8,906,50.92,4.35,93.25,15,258
3417,94,67,2,159,45,680,65.57,4.87,82.91,463,9
3418,48,78,3,35,39,519,97.91,7.47,91.13,279,47
3419,63,65,2,69,8,709,99.44,15.58,91.66,104,89
3420,52,18,8,124,26,939,93.35,1.56,86.44,438,123
3421,99,65,7,198,7,868,75.26,18.63,87.4,267,155
3422,47,8,2,76,48,393,74.3,4.72,88.37,174,85
3423,33,13,7,81,44,65,69.71,17.33,95.91,94,4
3424,40,33,10,45,16,764,99.49,9.0,99.86,19,125
3425,60,51,2,140,2,631,66.86,18.03,86.19,220,98
3426,92,80,5,125,31,421,98.49,13.53,89.26,258,226
3427,76,40,11,48,36,53,91.83,13.49,93.5,418,286
3428,59,52,10,3,42,601,95.82,11.91,88.96,302,167
3429,85,55,8,170,45,422,85.84,6.4,81.34,4,6
3430,44,3,3,69,24,267,54.28,18.32,95.33,322,263
3431,64,47,3,99,48,905,55.0,1.74,98.67,499,6
3432,35,45,7,95,37,117,90.61,0.9,88.71,29,229
3433,49,7,10,196,47,709,89.3,13.06,91.77,2,136
3434,76,28,7,138,3,710,69.31,12.41,89.17,74,274
3435,18,67,6,131,35,700,67.72,8.6,83.37,468,13
3436,77,30,9,160,27,503,53.9,6.93,85.4,160,179
3437,97,21,7,138,3,89,58.74,1.01,87.37,359,35
3438,62,62,11,128,22,823,68.75,6.9,98.32,155,91
3439,25,6,5,158,14,558,87.4,10.58,92.54,89,270
3440,46,55,9,170,7,486,90.32,11.72,88.13,233,47
3441,49,16,2,178,50,665,80.71,4.63,98.01,170,157
3442,2,67,10,94,16,854,55.55,9.96,80.69,13,165
3443,61,32,4,20,38,912,62.54,12.92,83.35,141,102
3444,98,53,4,26,37,869,51.64,12.71,80.0,341,160
3445,33,2,2,198,43,787,73.77,15.88,81.67,93,101
3446,16,52,10,101,17,985,52.52,3.71,96.8,333,155
3447,35,57,3,172,11,122,83.41,6.54,95.27,274,20
3448,23,37,8,165,20,891,97.19,14.71,83.41,212,44
3449,43,39,10,96,9,522,83.85,1.16,83.66,131,246
3450,38,42,2,171,25,752,76.19,14.45,94.85,38,265
3451,53,72,6,98,45,153,96.41,17.26,89.63,141,272
3452,16,48,10,167,15,597,86.82,1.79,84.08,313,250
3453,40,80,8,143,44,847,82.8,10.38,85.79,495,175
3454,9,34,4,84,16,859,57.37,4.14,84.1,395,125
3455,63,79,11,51,10,975,73.6,3.59,87.67,395,111
3456,67,77,7,200,37,576,60.55,2.45,86.68,473,264
3457,22,49,9,6,48,154,62.51,6.13,94.15,70,247
3458,38,21,2,74,8,147,60.6,17.97,82.29,389,80
3459,11,35,7,163,21,439,56.9,2.16,84.4,96,87
3460,52,10,4,24,34,415,77.41,10.75,90.07,222,217
3461,90,28,10,112,32,442,84.27,12.39,89.84,381,263
3462,79,64,2,181,14,355,54.17,1.91,98.27,446,229
3463,57,25,7,2,29,123,72.43,16.86,91.72,483,180
3464,62,15,3,141,26,864,71.29,7.0,91.27,333,287
3465,9,8,7,92,48,272,67.19,17.65,94.38,177,214
3466,77,5,8,196,26,445,62.07,4.16,90.34,345,22
3467,7,32,9,87,11,126,73.15,4.64,83.06,464,100
3468,64,48,4,161,19,564,63.37,16.42,81.67,128,21
3469,28,60,4,113,42,262,80.28,11.24,93.07,409,241
3470,14,1,3,10,36,242,72.27,4.89,87.02,499,31
3471,16,3,4,63,7,744,87.99,6.48,93.09,250,296
3472,35,3,5,44,17,537,66.08,6.88,82.7,369,219
3473,46,44,4,193,40,241,54.2,15.45,94.79,1,219
3474,3,17,8,17,10,856,78.64,9.39,99.36,228,111
3475,72,16,11,24,38,681,75.78,5.4,86.67,223,123
3476,60,71,5,142,40,829,59.55,1.02,89.08,392,100
3477,2,73,7,39,43,108,52.48,10.59,98.5,35,261
3478,50,16,11,53,36,117,77.09,14.25,82.47,178,123
3479,12,31,6,153,39,129,51.08,6.8,90.2,433,10
3480,13,62,8,53,33,728,76.2,4.75,97.51,446,159
3481,10,4,2,188,46,895,57.99,15.1,82.38,439,97
3482,97,10,7,133,49,456,53.55,13.07,80.43,441,207
3483,69,68,6,75,41,449,68.93,5.58,90.38,127,169
3484,87,76,11,122,34,906,56.71,12.76,89.34,107,271
3485,73,31,2,64,1,387,98.02,1.82,93.85,455,249
3486,90,17,9,132,6,347,78.85,19.9,91.17,263,66
3487,53,45,4,140,47,562,76.02,15.52,80.21,72,6
3488,55,29,2,147,43,370,82.47,9.87,94.96,290,285
3489,34,34,4,137,26,788,78.04,2.01,92.45,86,0
3490,50,43,5,52,40,216,90.08,1.1,96.17,104,276
3491,30,39,7,88,3,631,66.4,17.55,91.19,237,68
3492,19,44,4,78,22,333,68.41,0.57,92.38,383,26
3493,98,19,4,52,35,178,69.06,7.56,84.34,135,186
3494,4,72,8,83,7,612,61.45,15.43,80.09,445,18
3495,28,22,9,56,43,696,93.62,10.77,93.57,253,292
3496,88,59,5,177,48,989,56.13,4.97,80.13,47,150
3497,29,25,4,188,11,452,67.98,18.01,98.88,71,240
3498,47,58,6,115,29,284,75.56,15.32,87.93,151,14
3499,8,6,8,98,7,405,78.48,16.82,86.58,315,235
3500,15,30,9,147,29,453,52.49,4.14,98.94,108,162
3501,16,48,8,136,44,204,82.34,7.57,86.73,482,267
3502,84,10,3,192,12,40,75.57,6.2,94.45,287,19
3503,34,23,10,135,8,501,69.16,7.59,81.43,350,123
3504,87,7,5,122,8,73,63.0,6.66,96.95,477,268
3505,12,62,3,35,12,795,59.1,12.84,88.33,298,157
3506,78,54,9,135,29,815,55.56,7.23,89.57,107,120
3507,55,42,2,184,30,599,56.41,9.34,94.53,283,258
3508,61,33,10,5,45,899,68.93,1.17,94.29,168,158
3509,32,9,8,40,48,245,52.09,8.87,94.54,325,237
3510,7,79,9,114,22,683,55.65,9.21,90.33,375,215
3511,86,11,10,29,31,945,57.69,15.14,88.68,260,257
3512,5,1,11,31,25,93,74.94,15.05,97.99,23,1
3513,37,11,8,65,5,747,74.57,13.45,92.85,248,126
3514,30,54,10,62,30,960,79.02,15.04,89.88,136,105
3515,28,54,11,6,2,763,81.42,2.13,80.4,218,257
3516,16,73,5,122,42,173,83.0,10.04,88.61,135,248
3517,55,57,2,173,6,490,99.07,11.95,86.01,157,18
3518,11,70,2,123,22,903,84.56,13.96,80.72,175,137
3519,18,2,10,144,20,896,88.64,8.35,80.18,295,69
3520,52,12,7,53,6,11,57.32,11.84,80.89,450,117
3521,95,26,3,124,1,64,77.0,19.87,98.84,49,163
3522,43,31,9,40,33,803,83.47,14.07,98.81,301,133
3523,75,57,5,6,41,407,57.36,5.11,95.59,434,78
3524,77,29,2,200,29,752,85.98,0.67,91.05,252,123
3525,84,33,6,29,21,271,76.6,5.98,92.13,167,94
3526,48,66,8,102,36,5,76.18,7.21,99.32,227,248
3527,93,15,4,74,27,583,74.44,5.76,84.73,459,33
3528,40,51,2,4,15,659,76.6,11.14,92.43,272,177
3529,84,43,10,190,41,1,69.23,5.78,83.96,350,38
3530,43,67,6,44,22,289,79.34,1.44,83.89,430,213
3531,52,7,7,109,7,522,58.58,18.34,89.17,307,176
3532,82,10,7,12,13,141,79.74,9.65,86.79,320,180
3533,21,61,11,145,39,758,55.94,2.66,94.32,389,81
3534,59,35,7,27,30,514,94.21,13.52,86.49,71,127
3535,25,65,6,192,47,923,70.91,19.08,96.89,410,57
3536,74,5,6,145,21,938,61.01,15.46,97.09,430,189
3537,28,24,6,161,39,158,51.66,7.55,97.18,197,28
3538,41,70,9,128,37,639,80.79,7.35,99.41,286,131
3539,3,73,2,112,2,828,91.11,16.38,98.05,378,75
3540,66,38,2,120,2,188,94.53,17.56,89.1,96,243
3541,19,10,3,192,34,579,55.66,15.99,86.5,39,29
3542,93,36,11,58,22,22,56.91,1.33,82.98,464,22
3543,78,31,5,145,42,383,53.62,5.45,98.06,229,275
3544,69,49,11,161,26,570,65.51,17.77,86.38,380,63
3545,63,20,2,10,30,907,57.73,15.83,98.64,487,69
3546,13,1,4,163,41,38,71.24,9.38,86.37,375,176
3547,92,45,9,119,25,882,57.73,13.12,90.02,284,230
3548,79,30,9,125,5,808,74.19,19.66,95.03,418,80
3549,39,28,11,138,22,638,54.02,2.54,89.61,328,216
3550,16,11,2,35,1,291,74.25,18.49,90.91,359,52
3551,3,44,5,132,46,743,59.57,18.49,90.84,128,253
3552,18,50,3,169,41,272,51.69,8.72,97.11,76,176
3553,1,13,10,115,28,183,75.68,18.67,84.22,351,47
3554,76,16,5,14,30,278,89.59,17.19,84.74,212,5
3555,56,70,8,180,37,496,82.74,15.94,82.39,168,210
3556,65,36,8,100,41,573,58.88,1.42,83.49,20,119
3557,99,32,8,28,37,25,99.87,9.98,80.7,252,275
3558,99,73,10,54,44,648,78.55,19.86,82.46,320,70
3559,89,6,6,48,27,239,79.86,7.73,92.52,44,89
3560,53,11,2,30,20,239,63.78,8.37,99.84,83,110
3561,69,77,5,71,9,621,95.54,9.06,86.97,296,188
3562,81,64,8,164,46,761,88.05,13.16,91.66,447,190
3563,81,8,7,198,29,975,76.77,15.39,90.78,463,194
3564,49,15,6,187,40,946,66.66,9.94,86.08,457,1
3565,42,23,5,1,43,494,99.34,18.76,86.53,176,111
3566,76,56,6,66,28,1,94.2,11.03,85.61,15,217
3567,62,72,4,195,7,915,87.9,15.85,98.18,36,84
3568,11,12,8,183,8,226,56.26,1.67,93.47,91,120
3569,11,37,7,167,48,836,86.49,13.92,97.22,244,291
3570,28,41,11,4,45,713,50.64,17.56,93.39,486,246
3571,100,2,6,155,39,168,76.68,10.57,94.54,1,21
3572,39,68,10,163,26,43,88.64,15.28,82.82,209,31
3573,76,74,10,74,35,116,79.59,1.93,84.44,279,22
3574,6,4,3,5,43,118,69.5,12.85,81.23,315,202
3575,60,18,11,53,6,902,53.62,3.37,96.62,480,202
3576,75,25,9,161,32,547,63.89,17.67,98.59,289,75
3577,6,10,8,157,20,515,54.76,8.39,93.86,496,287
3578,89,39,6,79,15,273,55.73,15.16,82.77,329,278
3579,87,32,9,82,38,431,84.77,19.38,86.03,387,198
3580,15,77,5,128,37,235,69.22,6.49,84.8,108,275
3581,21,52,5,148,1,322,83.43,4.24,97.54,482,103
3582,2,16,9,38,49,294,77.89,11.75,96.52,452,63
3583,37,39,10,146,2,878,54.25,1.35,96.66,144,155
3584,58,33,11,38,24,756,85.34,6.77,99.5,3,280
3585,57,21,5,48,23,746,89.23,5.08,92.99,204,136
3586,72,15,3,187,15,808,98.21,4.07,88.14,319,265
3587,23,8,9,135,10,708,88.93,9.0,84.03,73,64
3588,89,1,3,91,42,649,90.63,2.87,91.09,417,291
3589,24,58,9,61,16,34,74.18,11.72,84.69,272,147
3590,59,15,11,117,25,917,60.12,13.95,82.34,453,248
3591,66,42,8,32,7,613,67.37,20.0,91.41,34,35
3592,36,6,8,33,19,101,75.17,11.28,86.74,376,218
3593,60,45,6,28,17,874,54.94,19.85,95.98,286,277
3594,50,18,9,22,14,42,67.01,15.05,93.38,500,243
3595,41,46,6,162,2,142,90.38,18.97,88.05,61,281
3596,25,75,7,153,34,747,68.83,11.18,95.35,155,18
3597,98,31,3,1,23,158,74.06,13.56,87.13,293,54
3598,98,5,8,26,24,623,98.95,5.06,80.74,83,46
3599,60,6,2,153,5,313,95.01,0.71,87.6,320,100
3600,67,74,4,106,6,653,51.4,16.85,93.11,161,80
3601,39,56,5,91,23,818,58.18,13.76,86.47,69,114
3602,48,66,2,22,27,763,89.4,15.74,87.91,460,87
3603,62,16,7,121,12,396,54.56,4.99,81.65,84,287
3604,62,16,11,55,48,515,95.06,4.66,98.95,487,152
3605,21,65,4,28,22,853,52.73,19.83,81.38,202,262
3606,37,79,2,167,32,804,86.29,18.41,91.59,131,149
3607,98,59,11,134,10,205,92.39,1.28,88.26,211,273
3608,49,77,9,130,27,732,82.65,10.49,93.0,185,89
3609,24,25,2,181,22,296,57.16,6.73,91.75,400,70
3610,62,34,6,6,23,426,93.2,8.62,83.04,164,135
3611,12,56,4,194,15,345,91.52,8.18,80.94,191,233
3612,87,19,5,16,34,256,52.68,5.42,81.89,161,219
3613,2,58,9,71,30,176,93.03,7.27,90.69,388,134
3614,59,59,10,16,26,749,60.4,2.31,86.51,381,89
3615,45,68,6,87,36,250,51.75,11.94,96.79,390,241
3616,87,46,3,46,31,748,67.61,19.57,83.55,102,3
3617,96,44,8,183,20,921,91.53,6.57,92.06,7,203
3618,34,20,11,143,5,509,52.79,18.99,90.77,157,280
3619,100,15,10,8,41,681,63.86,6.71,81.59,401,55
3620,62,66,11,148,7,458,58.68,14.7,83.34,314,58
3621,50,22,5,15,43,876,52.03,5.24,82.31,365,113
3622,92,22,2,71,15,132,88.57,8.49,99.41,198,22
3623,78,35,4,8,46,737,96.95,15.74,80.57,64,280
3624,6,32,4,97,12,700,57.13,5.22,91.1,84,103
3625,13,36,5,117,45,193,74.23,4.14,92.06,146,258
3626,70,74,2,24,31,883,64.36,7.68,97.19,316,86
3627,24,32,8,161,13,411,74.88,0.85,94.68,78,186
3628,18,41,9,181,50,254,99.44,19.51,99.46,308,105
3629,22,37,10,135,1,610,95.17,8.41,99.44,113,49
3630,7,52,8,151,22,179,69.79,13.37,90.02,222,184
3631,66,45,6,134,10,265,78.12,8.63,93.64,189,283
3632,73,17,2,102,38,493,94.0,1.95,88.35,121,26
3633,56,44,8,198,49,427,64.18,17.52,83.66,447,102
3634,68,75,2,48,21,206,53.54,4.64,90.47,480,109
3635,12,77,6,172,24,634,87.1,17.04,93.91,297,142
3636,11,37,2,22,25,822,86.34,4.93,87.03,18,216
3637,57,24,8,157,27,802,62.11,12.83,93.51,162,108
3638,6,68,3,66,4,55,77.32,12.23,80.7,276,8
3639,33,45,5,181,40,102,61.91,19.29,80.51,313,51
3640,47,6,10,184,12,478,54.8,1.33,88.4,1,119
3641,98,54,7,158,47,900,56.75,1.38,97.34,395,111
3642,19,38,6,149,25,767,76.33,14.43,91.78,445,11
3643,54,2,4,156,29,917,88.05,15.67,89.8,81,166
3644,74,57,11,48,22,545,72.63,6.55,80.35,270,224
3645,48,34,11,69,21,60,71.23,18.67,93.33,253,291
3646,62,35,5,67,10,97,68.54,15.31,93.47,166,199
3647,70,28,9,189,16,785,97.01,9.73,98.15,33,229
3648,72,31,2,131,48,941,73.25,11.97,88.64,152,4
3649,9,71,2,114,14,858,82.14,7.61,83.36,103,54
3650,80,51,7,35,7,343,62.98,0.75,96.49,389,32
3651,20,53,6,49,30,406,88.9,14.35,93.76,359,122
3652,77,4,3,59,34,22,90.92,6.51,83.62,398,157
3653,60,74,11,71,7,370,54.59,4.57,89.07,262,234
3654,3,42,9,159,33,839,50.11,6.97,98.59,98,214
3655,65,54,4,97,23,597,82.72,3.89,83.26,371,291
3656,94,72,5,144,36,614,51.68,9.31,84.06,148,217
3657,29,74,4,103,6,476,62.86,6.18,94.58,355,142
3658,34,60,3,9,5,898,67.79,8.86,98.39,47,212
3659,92,36,6,49,28,560,91.29,9.53,84.66,313,183
3660,98,57,7,110,9,177,71.92,16.78,85.71,252,273
3661,40,73,4,170,45,486,97.27,14.47,84.26,138,150
3662,90,80,8,40,3,500,74.54,1.26,89.99,393,48
3663,5,19,8,188,7,27,50.13,11.76,85.77,445,90
3664,17,51,5,61,19,818,54.55,6.04,86.42,11,90
3665,78,76,3,76,31,816,78.84,19.96,85.41,304,15
3666,91,54,8,173,18,797,90.62,18.91,86.13,284,41
3667,7,34,11,143,12,454,90.15,11.83,88.72,122,59
3668,98,6,2,172,40,341,68.11,13.07,92.56,455,233
3669,55,43,11,158,48,977,65.5,19.36,81.2,172,193
3670,85,12,2,141,5,442,63.07,19.46,90.67,6,240
3671,48,69,8,16,5,576,58.03,1.42,90.69,388,164
3672,18,60,4,86,35,31,91.56,3.71,97.49,107,277
3673,62,9,8,185,21,223,88.11,5.56,88.86,420,250
3674,13,8,7,104,12,76,86.09,5.59,90.36,7,238
3675,80,62,10,109,15,393,65.19,12.58,91.0,142,186
3676,86,18,5,75,45,367,97.98,5.79,90.36,243,135
3677,90,57,10,21,23,283,69.29,12.3,85.36,45,32
3678,22,69,10,172,50,427,71.31,11.19,88.08,241,128
3679,60,17,4,159,24,338,58.08,18.18,99.37,495,90
3680,35,13,11,29,27,779,58.82,17.22,87.35,111,1
3681,14,19,8,178,27,117,71.38,13.52,94.18,38,244
3682,3,32,11,15,33,444,97.18,7.76,86.82,473,11
3683,28,31,10,102,42,864,63.1,5.51,87.58,302,224
3684,53,3,9,86,40,919,72.43,12.26,91.92,293,178
3685,74,35,10,109,33,766,65.37,2.84,87.77,144,245
3686,73,61,9,103,22,795,88.31,4.97,82.47,52,251
3687,61,62,6,77,43,83,98.56,6.41,86.0,377,10
3688,90,28,2,147,34,947,83.85,8.31,80.68,232,275
3689,31,2,8,187,42,172,88.81,15.45,85.05,159,219
3690,34,19,10,151,7,570,61.95,5.74,99.08,55,228
3691,25,62,8,186,45,40,91.67,3.82,83.06,59,142
3692,94,35,9,68,36,760,70.87,19.71,96.84,127,35
3693,71,4,3,26,38,118,70.9,3.1,85.24,432,157
3694,16,19,10,50,7,993,82.51,4.91,83.06,305,34
3695,82,47,8,113,6,128,74.22,1.65,86.18,388,247
3696,28,2,5,41,32,941,71.87,19.4,93.16,158,231
3697,64,66,5,132,16,317,63.21,5.4,92.44,142,256
3698,95,23,9,42,10,819,77.1,14.99,92.49,48,57
3699,59,54,7,17,26,925,82.15,15.95,91.87,86,155
3700,35,74,5,106,38,675,95.65,8.67,98.7,108,135
3701,40,14,3,107,49,68,94.91,10.57,91.17,216,116
3702,18,68,3,40,35,533,85.78,19.42,82.66,65,84
3703,40,4,10,78,35,9,85.12,6.39,98.81,341,67
3704,21,6,9,27,49,725,52.35,7.95,81.59,167,168
3705,62,32,10,182,12,620,72.75,1.78,84.24,305,22
3706,43,2,10,16,40,516,85.62,9.1,98.61,118,34
3707,37,53,10,46,48,770,68.46,4.1,81.74,411,206
3708,17,76,3,77,36,728,72.41,6.86,96.41,309,241
3709,50,21,11,131,44,698,70.12,18.34,94.0,265,252
3710,92,40,7,119,30,384,88.0,11.02,96.87,29,152
3711,1,9,10,152,33,803,93.3,3.21,85.77,379,121
3712,55,1,7,68,27,354,93.76,13.16,87.61,424,91
3713,16,20,2,66,23,391,77.56,19.14,99.17,239,277
3714,77,8,8,12,19,366,65.5,14.95,94.19,421,74
3715,57,19,2,34,2,818,75.48,13.49,82.06,136,17
3716,36,77,2,66,49,709,56.97,10.74,88.35,23,147
3717,55,73,5,106,31,508,68.12,9.74,89.1,64,151
3718,85,6,9,95,5,787,96.85,11.22,85.91,207,92
3719,3,42,10,163,14,653,74.82,9.93,90.65,91,14
3720,1,8,3,35,30,884,62.29,15.63,96.9,242,261
3721,33,44,9,45,36,42,88.85,15.85,84.4,306,139
3722,33,80,7,101,23,37,90.07,13.48,99.67,449,15
3723,85,34,2,116,7,768,93.88,19.58,91.82,447,153
3724,6,28,11,106,12,195,53.66,7.87,98.62,215,180
3725,87,43,5,114,19,457,91.66,10.77,93.45,298,272
3726,33,53,5,25,41,189,83.26,16.13,81.31,67,228
3727,39,27,5,24,19,172,94.64,13.23,97.9,357,29
3728,41,2,3,138,15,674,56.44,8.8,96.8,162,25
3729,9,53,3,200,43,194,62.12,19.45,86.63,100,242
3730,10,60,3,165,33,470,59.37,16.58,83.85,453,65
3731,13,47,9,65,8,232,62.06,11.83,85.54,410,169
3732,97,18,2,162,18,766,88.6,18.2,99.17,328,289
3733,74,64,5,161,30,162,57.65,9.13,95.13,398,28
3734,92,42,7,75,16,269,96.67,17.14,86.58,366,87
3735,1,22,10,40,16,271,74.7,15.37,99.32,43,181
3736,13,35,7,38,44,288,71.53,7.7,99.19,148,300
3737,39,10,7,83,28,184,85.35,10.5,92.71,256,32
3738,96,39,5,192,25,80,67.61,9.6,83.55,47,112
3739,3,31,9,108,29,694,63.19,9.27,95.0,70,93
3740,23,64,2,123,39,26,68.5,13.14,82.19,288,17
3741,98,38,8,117,19,408,94.4,4.12,89.01,113,31
3742,1,28,7,64,13,870,51.63,6.59,83.73,401,297
3743,47,41,7,178,4,80,65.81,16.71,80.49,274,9
3744,60,46,2,92,31,848,93.64,12.28,81.4,126,30
3745,29,51,4,7,1,483,58.77,17.06,84.22,369,135
3746,4,22,6,7,2,204,53.94,15.31,88.89,69,290
3747,3,80,2,188,26,510,68.3,7.89,90.71,65,154
3748,35,1,8,19,5,887,84.95,10.77,97.04,462,269
3749,76,45,8,137,48,724,82.04,6.88,82.16,179,23
3750,59,69,7,148,2,527,57.14,4.39,89.05,117,17
3751,75,79,9,173,44,735,97.82,13.61,94.88,148,58
3752,54,42,11,70,37,680,88.04,3.57,97.77,238,111
3753,29,19,5,199,44,709,69.69,13.5,82.07,230,26
3754,71,35,6,181,32,643,67.88,4.98,99.22,180,80
3755,72,59,5,200,47,965,95.6,5.19,84.87,244,221
3756,32,39,4,101,23,468,70.89,7.46,92.85,150,30
3757,28,39,2,132,49,414,74.32,6.44,90.32,345,216
3758,41,22,2,20,22,335,74.98,4.98,96.26,253,269
3759,56,59,10,49,11,337,70.65,3.97,85.34,423,175
3760,90,45,5,174,25,353,68.71,11.36,81.39,493,264
3761,71,36,10,48,44,74,62.54,9.08,93.4,183,14
3762,55,47,4,200,32,433,83.87,0.68,82.43,256,34
3763,23,10,3,15,47,980,93.65,19.48,86.74,267,97
3764,33,49,8,123,47,102,59.54,2.71,89.01,475,276
3765,96,75,11,189,47,91,68.92,17.36,98.13,328,262
3766,22,50,6,130,28,64,51.38,3.8,90.64,355,157
3767,4,58,5,116,28,838,54.62,19.2,83.81,9,187
3768,41,78,10,135,30,603,78.85,14.27,96.64,438,214
3769,83,19,2,186,41,768,65.16,1.62,83.11,175,50
3770,69,56,11,128,35,839,68.86,9.4,86.1,104,250
3771,5,19,8,135,4,347,88.1,13.71,97.06,126,258
3772,40,72,11,65,43,621,70.75,4.37,88.31,88,45
3773,89,60,6,106,37,147,68.07,18.42,84.09,459,258
3774,44,15,5,2,14,868,87.2,2.29,81.76,144,69
3775,72,63,6,88,41,561,57.19,9.59,86.69,30,28
3776,74,16,5,176,42,45,99.4,4.81,83.42,459,273
3777,7,45,10,53,8,721,85.16,5.33,85.59,99,264
3778,58,37,8,128,29,715,86.36,11.76,88.58,208,26
3779,1,33,4,134,47,391,91.93,12.94,89.67,85,178
3780,6,25,10,157,41,186,94.49,12.2,88.28,390,300
3781,7,8,10,118,13,20,93.69,14.93,81.88,193,160
3782,89,68,7,123,45,186,60.03,9.49,95.35,433,279
3783,24,71,11,108,27,457,76.87,1.79,92.3,410,27
3784,30,38,9,173,22,248,58.58,12.27,93.73,194,115
3785,73,20,6,5,41,843,58.16,2.52,88.02,189,254
3786,14,72,4,60,30,572,96.81,1.66,94.25,269,62
3787,43,26,9,195,50,365,98.95,10.47,80.45,283,4
3788,63,8,8,40,42,530,82.0,18.18,84.62,231,49
3789,62,1,2,4,22,621,54.04,9.76,97.96,247,291
3790,35,68,5,10,12,80,90.97,10.22,84.95,92,255
3791,55,56,4,3,21,48,78.17,4.65,96.87,209,108
3792,17,14,10,114,38,814,60.41,6.15,92.43,329,98
3793,52,6,5,54,20,756,78.12,17.08,83.34,374,56
3794,11,56,2,69,11,37,64.8,11.3,93.4,43,4
3795,38,32,8,28,8,316,62.8,18.57,99.39,261,199
3796,12,20,4,148,1,190,57.93,4.45,99.31,285,123
3797,25,47,3,149,9,135,79.13,16.79,82.92,500,37
3798,81,77,10,158,37,654,80.95,12.22,87.04,382,164
3799,28,41,10,75,31,5,75.42,9.03,94.39,86,136
3800,32,3,6,113,17,786,83.28,2.6,97.74,111,285
